"Game Reference Key","Notes","Displayed Text","Alternate Text","Frequency","Requires Suffix","Misc.",
"aefaf54f-0b77-42e6-bd89-a66ca952ca60",,"Luna Venture",,,,"16:19 06/09/2022",
"bd515044-9853-49f9-8e3e-295205cde230",,"Oči Carrington Lux",,,,"16:20 06/09/2022",
"8f13878c-69d2-46a9-ac67-ca5ad7340783",,"Carrington Lux je astro-navigátor na palubě KCS Atarashī, který plánuje kurz k planetě E01: novému domovu lidstva. Jednoho dne se Lux probudí a zjistí, že loď se ztratila v hlubokém vesmíru. Po několika děsivých měsících driftování se ocitnou zpět tam, kde začali, nad Zemí. Nicméně, vše se zdá jiné a Lux se nemůže zbavit pocitu, že tato Země není ta, kterou opustili...",,,,"16:20 06/09/2022",
"b84aef5a-56db-4aee-818d-f157b461f626",,"Vzestup a pád Edena Kruegera",,,,"16:25 06/09/2022",
"b1960b5c-6d9c-4d0b-9caa-5618a075ee97",,"Férová Past",,,,"16:40 06/09/2022",
"88f09eaa-3dfa-4d31-8a73-e3ff5d2e0b3b",,"Prosper Powell a jeho Hop Band",,,,"16:40 06/09/2022",
"14d54797-3826-4590-808f-c4878d06b78a",,"Čisté klasiky od lounge croonera Prospera Powella.",,,,"17:26 28/09/2023",
"08aa6d72-dd2f-4aad-a9ac-70db0294d4e4",,"Prosper Powell zpívá klasiky",,,,"16:41 06/09/2022",
"bb416f86-f36d-4916-b561-b394de768364",,"Prosper Powell: Živě v Kola Klubu",,,,"16:41 06/09/2022",
"3b8950fb-0000-40ce-90a6-7e775f3702e9",,"Sladké Dny Sodovky",,,,"16:41 06/09/2022",
"8ac820ba-5795-450f-9b18-c86868d4adbe",,"Musique Astro!",,,,"16:41 06/09/2022",
"f9b550ea-3a51-41c1-9ada-6b63811acfc0",,"Didi Souris AKA Vesmírná Popová Princezna je nesmírně populární u mladších posluchačů a je novou tváří Elliot Genetics.",,,,"16:42 06/09/2022",
"a1cd1b41-372b-4060-afb3-66594ebbcebe",,"Saturn pro dva",,,,"16:42 06/09/2022",
"d373aa95-879a-442e-9d0d-c9ebdc0ceac0",,"Ōkina zō (Velký Slon) je elektro-rocková skupina z Japonska. Mají sponzorskou smlouvu s Kaizen 6.",,,,,
"7c38c024-8e7b-424e-b4d3-9bbb4b6ddcb7",,"Warugaki Rock",,,,"16:43 06/09/2022",
"b19b19d9-9187-4d37-863c-057f31d8df53",,"Tuner Melt",,,,"16:43 06/09/2022",
"be96a6d8-c442-4dfb-851e-91f87ee4016f",,"The Chordon Bleus – oblíbená komediální a capella skupina všech!",,,,,
"b6e8a615-88cd-4727-84e1-ba5dbd6f02ea",,"Sýrová Mřížka",,,,"16:43 06/09/2022",
"e824adcc-82fa-4430-b2c8-7aecff990d07",,"Růžové zuby",,,,"16:44 06/09/2022",
"5a836ea2-d455-4718-ac13-1569a0940f79",,"Sprattle Cats jsou okrajová rock/punková skupina známá svými riskantními a kritickými texty, v případě 'Pink Teeth' o Red Gums",,,,"16:44 06/09/2022",
"734e0734-d958-4217-aabf-760f93d9d4e0",,"Vesmírný na čtyřech",,,,"16:44 06/09/2022",
"0c4ae5f0-7ad4-4f3a-9041-67e7d54a436f",,"Kaleidoskop ve tvé ruce",,,,"16:44 06/09/2022",
"e96c6bb0-4f4f-4492-89fd-def1f85ef31d",,"Existuje důvod, proč mi nemůžeš vzít klobouk",,,,"16:45 06/09/2022",
"28805fbd-e671-4869-ad03-ad947fe313b8",,"Všechny stopy jsou kolem",,,,"16:45 06/09/2022",
"be5dc529-a790-4efa-a973-c64e1e2ea9ac",,"Nahoru, nahoru, nahoru",,,,"16:45 06/09/2022",
"86420ccc-040b-467c-b702-1b087b36bffc",,"Baron Octave je známý jako pohledný, náladový, riskantní a nesmírně populární. Jeho skutečné jméno je Isao Urbain, v minulosti byl sponzorován spíše levicovým křídlem Candoru. Zvěsti o Octavově zapojení do firemní špionáže jsou zcela nepodložené.",,,,,
"5edc1c79-e229-47ed-90bb-f3b6573e165f",,"Měsíční dítě",,,,"16:45 06/09/2022",
"8ca7929f-8ff4-4fa7-891c-7389c4affcd5",,"Hvězdné světlo",,,,"16:46 06/09/2022",
"156ccda7-b355-453d-b59e-1c480b76f713",,"Mnohočetná Mildred",,,,"16:46 06/09/2022",
"d6390977-9b54-4401-81d7-71263b440f97",,"Kniha o rozstřiku krve na místě činu",,,,"16:57 06/09/2022",
"95794119-4766-40e9-9219-97f0d555ddcd",,"Krevní stopy mohou hodně prozradit o místě činu, v této knize prozkoumáme nejběžnější typy rozstřiků a zjistíme, co nám říkají.",,,,"16:59 06/09/2022",
"9685021f-94ce-4e02-8cbb-de6ed54b0fee",,"Přes objektiv",,,,"17:01 06/09/2022",
"48e39c6c-b458-4694-b722-812228592c21",,"Kniha zkoumající moderní fotografii",,,,"17:01 06/09/2022",
"9ed18b7a-1253-4d48-9742-d0ffbd43555d",,"Ročenka pokerových mistrů",,,,"17:06 06/09/2022",
"58dc4f53-89a4-472a-81cd-60f538765d71",,"Díky, myslím...",,,,,
"3135254a-ffe3-4144-b6f8-4f20b3a5504e",,"Ach, díky",,,,,
"cd7271a9-311b-43e6-989e-ef1f38e5bc93",,"Díky moc, hlupáku",,,,,
"9c738588-19b2-495c-9968-e6458ff5ecb6",,"Varovali mě, že se to stane, když nebudu platit",,,,"16:46 01/11/2022",
"70e61f16-1db2-4269-a53f-11dba118bcac",,"FPOWA kdysi provozovala noclehárnu pro bývalé policajty. Myslím, že jméno správce bylo |story.flophouseowner.name|",,,,,
"2919fe0b-38da-4680-9705-1d4440e76273",,"Hádám, že je na mně, abych je navštívil",,,,,
"de79f312-184b-42e9-98fe-9d920ac7e72c",,"Dej mi své vrány, nebo se připrav krvácet pro strýce Edena",,,,,
"0483dcfc-2030-4d7d-a396-60dcd6fddde5",,"Pusť mě z těch zatracených věcí",,,,"17:14 16/04/2024",
"94cd8585-5e61-4dfa-9784-8b439de2a386",,"Jen se o tom nezmiňujte El-Genovi",,,,,
"f93fb969-82f9-43d6-bac1-9df3f7af88a5",,"Ach, těžké časy, co? Ty a všichni ostatní, kámo",,,,,
"82f70f0d-e056-43a3-b2bd-b7c1bd1a0cf7",,"Je tvůj šťastný den, máme volné místo.",,,,,
"ce3cd320-acef-4a79-a328-9ef5d6ceae2c",,"Je to v |story.flophouse.name|. Tady je klíč.",,,,,
"c2513bf2-d3f8-4ef0-aa5e-7eb6e94bf952",,"Řekl bych, hezký den, ale...",,,,,
"11f99070-fad4-43ac-9e50-b77568201615",,"Jsem člen FPOWA. Potřebuji místo na přespání",,,,,
"1bbbbb49-71aa-41a0-98fc-affd0e833a6e",,"Symfonie starého Bourbonského dvora",,,,,
"4db6e8db-d14d-4f5a-a7d7-28270f958d5a",,"Hraje orchestr Neu Paris. Sponzorováno Candor News.",,,,,
"52009182-2c34-437d-a2c2-6462ba98da43",,"Největší znělky Starch Kola!",,,,,
"116d6d81-c7a3-4370-a100-137441aae3bf",,"Zaposlouchejte se do úspěchu s nejoblíbenějšími znělkami Starchu z celých desetiletí. Vdechněte tomu život!",,,,,
"01a7cf6f-0494-4e4c-a973-61bd5211e15d",,"Zvuky polí",,,,,
"bb3e336a-bb68-4463-afe1-051202eb4efe",,"Uvolněte se do uklidňující, inspirativní atmosféry The Fields. Sponzorováno Kensington Indigo.",,,,,
"927e61af-3213-434f-b715-7eacff464795",,"Malá socha, která představuje lidskou podobu. Často ji používají umělci k vytvoření reference pro práci.",,,,,
"bbdb37b5-ce26-4cad-bb63-00629265f9d3",,"Kapalina nejčastěji používaná k ochraně, barvení nebo poskytnutí textury.",,,,,
"e97b8435-2870-4e1a-982b-cd27e2a1e2e7",,"Balíček hracích karet, běžně používaných pro karetní hry.",,,,,
"dbdf00ab-5aff-42f4-a954-0cf9acba5fb9",,"Balíček karet, primárně pro zábavu a věštecké účely.",,,,,
"af5552f6-76f9-4dcf-a516-794fe7990ac9",,"Dechový nástroj s jedním jazýčkem, obvykle vyrobený z mosazi.",,,,,
"127bece0-88d9-4238-a0d0-bd1800747708",,"Udělal jsi to?",,,,,
"59f70e3b-283f-4ecd-910f-0e55ff319217",,"Dobře. Ověřím to a peníze ti pošlu do hodiny.",,,,,
"c0c6baab-3617-4708-9281-9868740bc684",,"Musím se dostat z tohoto pekelného města.",,,,"10:36 26/10/2022",
"da76dfd0-e337-4305-9afc-61b79291aa62",,"Není to moc, ale vypadá to, že je to zatím domov.",,,,"16:47 01/11/2022",
"b8a892cb-0fe1-4fa9-a9a3-484ad517f6c5",,"Přestal jsem používat střelné zbraně poté, co jsem odešel z police...",,,,"10:51 26/10/2022",
"bdc6de2b-5d1a-4ac5-a749-9e361720cf38",,"POSLEDNÍ UPOZORNĚNÍ\nOKAMŽITĚ OTEVŘÍT",,,,"10:58 26/10/2022",
"30216cfa-a6ba-406d-8ab9-8c531526573d",,"Vítejte, nájemníku,\n\nNení to moc, ale je to lepší než spát na ulici. |city.name| je kruté místo, ale tento byt je můj pokus o nabídnutí nějaké útěchy.\n\nBerte si to, jak dlouho potřebujete. Odpočiňte si. Postavte se na vlastní nohy. Najděte si práci. Pokud budete mít štěstí, třeba se jednou z tohoto místa dostanete.\n\n|story.flophouseowner.firstname|\nF.P.O.W.A\r\n\rAsociace pro blaho bývalých policejních důstojníků\r",,,,"16:53 01/11/2022",
"a5b720ae-353b-47c6-a415-912a3b4e37c2",,"Podívej, neříkám, že to schvaluji, ale...\n\nV poštovní schránce (v hale) je jeden z těch nových Starch Kola sync disků. Vezmi si ho na Sync Clinic a nainstaluj, pokud chceš.\n\nOsobně mu nevěřím, jak daleko ho můžu hodit, ale dostanu slevu na účty, když ti ho nabídnu, takže...\n\n-|story.flophouseowner.initial|",,,,"16:54 01/11/2022",
"428a6c47-fe32-4434-9479-3480fb1d1aa6",,"Pokud potřebujete peníze, zkontrolujte nástěnky vedle veřejných telefonů v barech a restauracích, zda nejsou k dispozici práce.\n\nDávejte si pozor na případy vražd. Nesou s sebou tučnou odměnu a Strážníci nemají zájem si špinit ruce detektivní prací. Nejlepší peníze, které můžeme teď získat.\n\nPráce vám přinesou sociální kredit i peníze, dostatek a můžete oficiálně odejít do důchodu do The Fields. Můžeme jen snít.\n\n-|story.flophouseowner.initial|",,,,"16:59 01/11/2022",
"0c96b26c-c4bf-4990-bbd0-1c0a8ad02d0f",,"Při vloupání do místnosti je dobré zkontrolovat kamery. Pokud se jich obáváte, můžete je vypnout pomocí jističe připojeného ke kameře.",,,,"13:33 31/10/2022",
"e20c5cb8-c4c3-4382-9d25-dcc879d4e065",,"V obytných nemovitostech se vyplatí zkontrolovat pod rohožkou, zda tam není klíč!",,,,"13:31 31/10/2022",
"56e6e3d4-a807-44c0-8c05-cf95aef73eba",,"Většina místností bude mít nějaký druh ventilačního systému, když se snažíte najít bezpečný vchod, toto by mohl být skvělý způsob, jak se dostat dovnitř!",,,,"13:37 31/10/2022",
"4610b509-e4e6-4194-beb5-0291792ad3c4",,"Pokud spěcháte, nebo nemáte jiné možnosti, můžete také vyrazit dveře. To může trvat několik pokusů a je to velmi hlučné.",,,,"13:32 31/10/2022",
"112d2b85-68cd-4538-b0b4-784adf4da446",,"Komerční nemovitosti často obsahují bohaté informace v soukromě přístupných místnostech. Obvykle k tomu budete potřebovat najít klíčový kód k dveřím.",,,,"13:43 31/10/2022",
"e8fd907d-314f-4983-b31a-7f78427b1231",,"Můžete ho najít skrytý na nějakém vzkazu.",,,,"13:35 31/10/2022",
"4e8526e9-81f6-43fe-a2e5-e673a43be438",,"Dalšími možnostmi je uplatit personál nebo použít zařízení zvané 'codebreaker', které si můžete zakoupit z prodejních automatů na radnici.",,,,"13:35 31/10/2022",
"7ed89d73-88fc-41f4-b5e8-7be9e3f54793",,"Do této místnosti nebudete vpuštěni, takže se k ní přibližte nenápadně a vyhněte se nebo deaktivujte bezpečnostní systémy pomocí jističe.",,,,"13:36 31/10/2022",
"44318447-37e1-44e5-86f9-c63177473ea0",,"Červené dráty od bezpečnostních systémů můžete sledovat, abyste našli tyto krabice. Samy o sobě budou vyžadovat odemknutí zámku.",,,,"13:37 31/10/2022",
"30e16784-bcf4-4c70-b438-60005bcff429",,"Namiřte skener tam, kam chcete skenovat. Téměř všechny povrchy mohou obsahovat otisky prstů.",,,,"13:39 31/10/2022",
"30373a73-4ca6-4e58-af7a-fb863c501dad",,"Nastavení budíku hodinek určí, jak dlouho budete čekat. Můžete také zrušit vystoupením ze sedadla nebo postele.",,,,"13:43 31/10/2022",
"68ee9d70-539d-4303-a916-09dbc0ae7a84",,"Takže stejně jako byste měli být opatrní při vstupu, je často dobré identifikovat prostředky, které vám pomohou k bezpečnému úniku...",,,,"10:16 02/11/2022",
"e42106c2-a029-44de-950e-17c139e8b893",,"Sledujte vzduchotechnické potrubí, do kterého můžete v případě potřeby rychle uniknout...",,,,"13:52 31/10/2022",
"fd23c408-cb12-478a-82bd-f0e04f1e4c86",,"... Stejně jako úkryty, například pod postelemi.",,,,"13:52 31/10/2022",
"02a9aa8b-fd4b-4e2d-a568-fb3919f44458",,"Pokud se ocitnete někde, kde byste neměli být, získáte status 'Vstup bez povolení'. Pokud se objeví oranžově, občané s autoritou vás okamžitě požádají o odchod. Pokud je červený, zaútočí.",,,,"15:35 01/11/2022",
"5c7e31c8-496f-4996-b224-a9ec1636317b",,"Cože?",,,,"17:09 01/11/2022",
"0ac115e6-f8f0-4fa4-b774-41806f8a7d09",,"Noční chodec",,,,"11:18 02/12/2022",
"b6b5a1e6-57ae-45b4-8bad-b35344536daa",,"Karmínový Bič",,,,"15:58 25/03/2024",
"04355579-5522-433a-bea4-f45cb75b51e7",,"Vrah kvót",,,,"15:58 25/03/2024",
"bff1d7b5-7398-4294-a8d2-e2a72a15febe",,"Šedé Nebezpečí",,,,"16:03 25/03/2024",
"7da97234-c62e-44cd-b766-35fe417d5a7d",,"Kapalina získaná destilací pryskyřice stromů, často používaná k ředění olejových barev.",,,,"15:13 05/12/2022",
"7adb3897-123e-4997-840d-9735f3a8ad00",,"Ocelová nádoba na kapalinu, často velmi pevná a používaná k přenášení paliva.",,,,"15:18 05/12/2022",
"fb76c126-f82d-4132-8eff-23411ea882b3",,"Pěkně drahý prsten.",,,,"11:00 05/01/2023",
"ec1de1d6-fcdb-4112-b769-796a50e096ca",,"Také, v mé poštovní schránce je sync disk od |story.kidnapper.casualname|. Vezmi si ho, nechci ho.",,,,"16:56 12/01/2023",
"3a24ccc1-169f-4bde-9046-4d9762aef45f",,"Jako bych tě pustil dovnitř",,,,"16:11 18/01/2023",
"590e37ce-fc9f-4a74-9af7-8b9b289e2417",,"Ani náhodou",,,,"16:11 18/01/2023",
"e45d7684-8bb1-4e66-b34e-2fda8129fa35",,"Ztrať se, detektive",,,,"16:11 18/01/2023",
"e7736586-3f5c-4e3e-b741-18a65fb3c4ae",,"Hezký pokus",,,,"16:11 18/01/2023",
"02a71ec4-cf8d-4b02-9d2d-526769fe740b",,"Dobře, buď rychlý. Když tě chytí, jsi na to sám",,,,"16:14 18/01/2023",
"17f3cd6e-956a-4027-8c47-7663413ba93c",,"Cokoli, je to tvůj pohřeb",,,,"16:13 18/01/2023",
"f12124e7-fd25-4cef-9f3f-4a77215d5d32",,"Dobře, jen se ničeho nedotýkej",,,,"16:14 18/01/2023",
"bb93651a-1480-4027-b839-89f57c2a5488",,"Zatýkám tě pro podezření z vraždy",,,,"16:16 18/01/2023",
"918d3a8f-664f-4743-8e10-6c452c282b24",,"To si nemyslím",,,,"16:18 18/01/2023",
"c58c3c52-4c55-4b76-ab0c-e5ae2695ab26",,"Jo jasně",,,,"16:18 18/01/2023",
"81865452-9620-4def-b43c-3ae91c1d99ea",,"Jakože do pekla ano",,,,"10:51 13/09/2023",
"970103dc-11bf-46a4-b0ef-b22e6ae3c460",,"Nemůžeš mě zatknout!",,,,"16:24 18/01/2023",
"16412e11-7003-4ebd-b793-2176c72fb62c",,"Jen to zkus, kámo",,,,"16:19 18/01/2023",
"88559cfd-c2b2-4f52-963b-86f5ff2220c7",,"Trvalo ti to dost dlouho",,,,"16:20 18/01/2023",
"bb8bc357-a438-4d09-848f-71f87679f941",,"Nikdy to neudržíš",,,,"16:20 18/01/2023",
"5186d8f3-c86e-4fd3-a797-8d280709b29c",,"Myslíš si, že jsem jediný vrah v tomto městě?",,,,"16:23 18/01/2023",
"e7bc01a9-5a97-40b9-ab7b-5d0443548fcf",,"Byli jsme dokonalý pár, V-Love to řekl",,,,"16:32 18/01/2023",
"6c45631b-c9c0-43e3-8e0b-b571e9db1df6",,"Z lásky. Teď budeme vždycky spolu",,,,"16:33 18/01/2023",
"ede86196-a391-42eb-9e47-d47eb8fd7b10",,"Krev pro strýce! S naší pomocí Krueger znovu povstane!",,,,"16:34 18/01/2023",
"22d26de5-c3b0-497c-92a4-6a13b72272e9",,"Red Gums jsou silnější, než si dokážete představit",,,,"16:35 18/01/2023",
"11255255-8668-4e9f-b6f8-a888bdb27f39",,"Když nemůžu odejít do The Fields, nikdo nemůže!",,,,"16:38 18/01/2023",
"0bd08631-4250-4d3f-9ca1-6f6f06d59c25",,"Všechno, co jsem chtěl, byl klid a ticho. V tomhle smradlavém městě je příliš mnoho lidí!",,,,"16:39 18/01/2023",
"1f5ef051-749a-4f10-9c84-41617936f2ce",,"Bylo to čistě obchodní rozhodnutí",,,,"16:41 18/01/2023",
"a17ab0eb-7359-4ce8-8363-291acd0adccf",,"Nepotřebujeme mrtvou váhu v korporacích",,,,"16:41 18/01/2023",
"6ff329f5-5897-4a76-80be-0ca4f2e025cc",,"Proč jsi spáchal/a vraždu?",,,,"16:45 18/01/2023",
"20ba419c-b895-4012-b10d-f07322c3066f",,"Jo, to je |receiver.name|, chodí sem pořád",,,,"16:50 18/01/2023",
"4c6b2e35-2852-4356-b5c5-aaa5a132ac22",,"To je |receiver.name|, jeden z našich štamgastů",,,,"16:52 18/01/2023",
"f60c3223-2a40-4efa-81ed-6877962f74ad",,"Jasně, to je |receiver.name|. Hodně tu je, vždycky pije Starch",,,,"16:57 18/01/2023",
"8141308f-298c-4e51-8301-426548969fb5","LOC_IGNORE","|name|",,,,"15:40 19/01/2023",
"e179c116-8a02-45c9-8f3a-e011d6bcb7a1",,"Mokrý chemický hasicí přístroj určený pro použití na hořlavé materiály, tuky a oleje na vaření",,,,"12:50 02/02/2023",
"80c80e4b-601a-4abd-9149-f2fd15d8ee5d",,"Dekorativní předmět někdy používaný k vystavování květin.",,,,"12:55 02/02/2023",
"63a257c9-2476-42d7-89ce-ad3854f5e044",,"Láhev obsahující loď, která se nezdá, že by se vešla do ústí láhve.",,,,"12:57 02/02/2023",
"98c08015-bdec-4b0e-9d8a-02c45bdf158a",,"Hluboká, kulatá pánev na vaření.",,,,"13:02 02/02/2023",
"bf01ee11-e797-4284-9509-fcb40ae791d2",,"Sada per a pergamenů používaných pro umění kaligrafie.",,,,"13:05 02/02/2023",
"66ed0f77-c530-4bdd-ba5e-b44f9305299b",,"Můžete procházet svou deskou případů pomocí |controls.secondary| a přibližovat/oddalovat pomocí |controls.caseboardzoomaxis|.",,,,"11:05 10/02/2023",
"558cf7ba-d5b9-4185-bab4-bb2d82316227",,"Zařízení Codebreaker lze také použít na Crunchers pro získávání přístupových kódů.",,,,"11:41 07/03/2023",
"897eb83a-8eda-4a1b-ae00-348408740f86",,"Můžete také přistupovat k různým dalším aplikacím; včetně zabezpečení a dohledu, stejně jako k databázím zaměstnanců.",,,,"11:37 07/03/2023",
"91b816a0-92d6-468e-9c47-ce82a776a28f",,"CCTV kamery mají dvě funkce; upozorňovat na bezpečnostní hrozby, ale také pořizovat snímky z dohledu po celý den. To druhé můžete často použít jako cenný zdroj informací...",,,,"11:40 07/03/2023",
"559235d0-0fc8-4b62-b009-5af2c18be436",,"Jakmile zjistíte pachatele, možná budete chtít provést občanské zatčení. K tomu budete potřebovat pouta; najdete je v prodejních automatech na radnici.",,,,"11:46 07/03/2023",
"49325b71-5817-49ea-9877-88f9f734f4c2",,"Pro nasazení pout se budete muset přiblížit k občanovi zezadu a zaměřit se na něj. Nyní by se měla objevit možnost nasadit pouta.",,,,"11:46 07/03/2023",
"0fe057ab-9788-401f-9ae3-2714751c0d06",,"Jakmile jsou občané zatčeni, je mnohem pravděpodobnější, že odpoví na vaše otázky. Přibližně po dvou hodinách budou všichni spoutaní občané, kteří nejsou nahlášeni jako součást podání případu, propuštěni. Budete také muset získat jejich jméno pro cíl formuláře případu, aby se uznalo, že jste dokončili cíl zatčení.",,,,"11:52 07/03/2023",
"f559b43f-4640-4d8d-b28a-19315876ba70",,"Chcete-li občana osvobodit, zaměřte se na pouta a objeví se vám možnost uvolnit.",,,,"11:52 07/03/2023",
"4f415c24-44cd-4c39-b3d6-1e613b88c7aa",,"Horní skupina předmětů nezabírá místo v inventáři; tyto jsou pro vaše životně důležité nástroje obchodu! Dolní sekce obsahuje sloty, které mohou ukládat jiné světové předměty.",,,,"12:09 07/03/2023",
"c5440c38-859d-4f00-bd9d-f3240d6cc4fc",,"Klávesové zkratky můžete přiřadit k místům v inventáři tak, že je vyberete a stisknete požadované tlačítko.",,,,"11:49 12/06/2024",
"c712bf45-ee48-4a5b-af4b-a6b2828884ec",,"Říkají vám lidé vždycky, že jste sobecký, sebestředný, manipulativní? Chovají se všichni ostatní šíleně? No, přihlaste se a uklidněte se, protože možná jste jen NARCISTA.\r\n\r\nBestseller Pabla Parrase pomohl narcistům po celém světě co nejlépe využít jejich sebestředné povahy, aby se vyšplhali po korporátním žebříčku. A teď to dokážete i vy, v pouhých čtyřech snadných krocích!",,,,"11:52 28/03/2023",
"b9135ccb-cb4b-4987-9807-72a083422789",,"Láhev vysoce vzácného a drahého červeného vína Chateau d'Arc 1868 'Glass Slipper'.",,,,"13:07 28/03/2023",
"49e3a70d-57ec-4df9-a04b-d95e2f7ef015",,"Autentická rekvizitní zbraň z filmového natáčení 'Kolob truchlí'.",,,,"13:09 28/03/2023",
"7d4dee90-2ea2-4dbf-bdc4-91368853835c",,"Drahý a vzácný nefritový náhrdelník.",,,,"13:10 28/03/2023",
"dfe1e350-181f-4b28-a2d4-af1e5e931084",,"Vzácný a drahý prvotisk 'Dráp hlubin', populární detektivní série od Madagana Fitche.",,,,"13:12 28/03/2023",
"a4c06647-99c7-4a0c-a4e4-e96e704a0811",,"Vysoce vzácná a drahá sběratelská sportovní karta z roku 1942 s Georgem Scottem.",,,,"13:13 28/03/2023",
"d9831e27-e420-4650-81f9-7ca3f720bb23",,"Míč používaný v americkém fotbale.",,,,"14:03 28/03/2023",
"9650076f-1e97-4f09-98ea-9771d3098e97",,"Míč používaný v basketbalu.",,,,"14:04 28/03/2023",
"d6d5cb36-1e3d-4fab-b0fe-b31b6f759753",,"Malá černá plastová nádoba používaná k uchovávání filmového materiálu.",,,,"16:47 10/04/2024",
"3193356c-93fe-4607-9805-b83e61872df8",,"Kdo si, proboha, myslíš, že jsi?",,,,"16:14 14/06/2023",
"988083f0-6664-49f5-96e7-5066f95bd99c",,"Takže s tím hodláš něco dělat?",,,,"16:15 14/06/2023",
"6616483e-7cf5-4dd0-9706-bf875771a147",,"Díky bohu, prosím, zastavte mě, než to udělám znovu",,,,"16:19 14/06/2023",
"ffea284e-eeb3-4d09-a309-7d93ea7d48cc",,"Je mi líto, je mi tak líto...",,,,"16:17 14/06/2023",
"a860ec9e-a228-4174-9bbb-21b9655e7340",,"Nebylo to nic osobního, čistě obchodního",,,,"16:19 14/06/2023",
"dd02f772-c3a0-4723-9b4c-36d42ce687c8",,"Bez rozbití několika vajec nemůžeš udělat omeletu",,,,"16:19 14/06/2023",
"ed067288-95ab-4112-a59d-26f94ddf7d3d",,"Zabíjení mě jen posiluje",,,,"16:20 14/06/2023",
"f8cb0c3e-0ad4-412f-83b5-5c7876816b8b",,"Byli mi v cestě. Úspěch je jediná možnost.",,,,"16:20 14/06/2023",
"95c65e74-e663-4926-bcf2-a7dd8bd589a4",,"Slabí a nehodní musí být eliminováni",,,,"16:21 14/06/2023",
"90498a4e-abd1-465f-bcad-7e43368db359",,"Jednoho dne budeme vládnout my Red Gums",,,,"16:21 14/06/2023",
"9d5716d6-a2b1-410d-b71d-eb57a5f2ed1c",,"Kola je sladká, ale krev pro strýce je sladší",,,,"16:22 14/06/2023",
"61875bac-53bf-4e67-a4a6-5ad6bd4c9711",,"Ať žije Eden Kreuger! Ať žijí Red Gums!",,,,"16:22 14/06/2023",
"640d0f60-d331-4ded-bae0-874a8b505d41",,"Aby naše láska nikdy neskončila! Ani ve smrti!",,,,"16:22 14/06/2023",
"50a387a0-cc89-4949-91d9-8f0541fb5a35",,"V-Love mi to řekl/a! V-Love řekl/a, že bychom měli být spolu navždy!",,,,"16:23 14/06/2023",
"5ba2e33f-fad7-4fe1-b604-fb7b2abec362",,"Jen jsem chtěl, aby naše láska byla nesmrtelná",,,,"16:23 14/06/2023",
"30fc98dc-bbfc-4297-8b3a-94d48a7dd9fe",,"Protože už mě nebavilo tomu Dávat život!",,,,"16:23 14/06/2023",
"dcd677d0-19fa-4e89-b171-3bd2c4ae7b8a",,"Čím méně lidí se hlásí do The Fields, tím lepší jsou moje šance",,,,"16:24 14/06/2023",
"e43394aa-0689-46a0-afc2-ec60fa589cab",,"Celý život jsem tvrdě pracoval pro nic. Ale teď si mě všichni zapamatují!",,,,"16:26 14/06/2023",
"99a59efa-72f0-4d02-a741-f37c86abf681",,"Nevím. Ale udělal bych to znovu.",,,,"16:29 14/06/2023",
"ce2f4a3b-872a-4ba9-8f79-f130049f78a6",,"Nikdy to neřeknu. Nikdy!",,,,"16:29 14/06/2023",
"53e27845-dc78-4b64-b247-a2f8ba821618",,"Jen proto, že jsem mohl/a",,,,"16:29 14/06/2023",
"3d06fed4-fb71-484f-af99-df38a1087e47",,"Bez komentáře",,,,"16:29 14/06/2023",
"2eccb3bc-70ae-4018-9982-a6dad53a39b3",,"Moje práce mluví sama za sebe",,,,"16:29 14/06/2023",
"15854382-0e53-413d-a0f7-973195475a54",,"Echelon Penthouse Suite\r\n\r\nNejlepší adresa v |city.name|\r\n\r\nLuxusní pokoje s dechberoucím výhledem.\r\n\r\nExkluzivní přístup. Hodnocení sociálního kreditu 8 nebo vyšší.\r\n\r\nCena za noc: ",,,,"16:33 14/06/2023",
"015e57de-59f9-4fd8-8d2f-1917624ed753",,"Luxusní pokoje\r\n\r\nElegantně zařízené s atraktivním výhledem.\r\n\r\nHodnocení sociálního kreditu 6 nebo vyšší.\r\n\r\nCena za noc",,,,"16:34 14/06/2023",
"a9fd4cbe-6ee8-4252-af16-4c3fdb699e03",,"Standardní pokoje\r\n\r\nVkusně zařízené se skromným výhledem.\r\n\r\nHodnocení sociálního kreditu 4 nebo vyšší.\r\n\r\nCena za noc",,,,"16:34 14/06/2023",
"8a5597b1-f19d-49ed-aea0-98a783edef2c",,"Základní pokoje\r\n\r\nMinimálně zařízené s nespecifikovaným výhledem.\r\n\r\nHodnocení sociálního kreditu 2 nebo vyšší.\r\n\r\nCena za noc",,,,"16:35 14/06/2023",
"90a1af97-dad4-4a63-8538-39e78f55e5b2",,"ZTRACENO! \n\n|lostitemtype|\n",,,,"16:47 24/08/2023",
"102c564b-f249-4790-a522-4f67ef7f22eb",,"Ztracená věc? Ano, to vyvěsil jeden z našich hostů, |sidejob.poster.fullname|, který řekl, že byla naposledy viděna v |sidejob.hotel.location| dne |sidejob.stolentimefrom.date| někdy mezi |sidejob.stolentimefrom.time12rounded15| a |sidejob.stolentimeto.time12rounded15|. Pokud o tom něco víte, můžete věc vrátit sem za odměnu.",,,,"17:09 14/06/2023",
